Price,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,
2010-02-11,0.20605528354644775,0.20717188908536238,0.19320278481440542,0.19382397304284762,6912000
2010-02-12,0.20689848065376282,0.20868487085119491,0.1992822620043577,0.20044841509472056,17203200
2010-02-16,0.21491293609142303,0.21540930462066918,0.20843714612597952,0.2117622175796516,19238400
2010-02-17,0.21856003999710083,0.21860957321277677,0.21451563661064857,0.21779117488922975,38361600
2010-02-18,0.22270353138446808,0.224018312567627,0.21702137960383985,0.21833711198383793,77721600
2010-02-19,0.22270353138446808,0.22560654154658363,0.21950326511164114,0.22118962353167318,92966400
2010-02-22,0.221140056848526,0.22533307411978454,0.21863434904714035,0.22533307411978454,50995200
2010-02-23,0.21250630915164948,0.22111527847769402,0.20957852559764117,0.21992435177004543,82252800
2010-02-24,0.21893252432346344,0.22143823175854543,0.2150863111124131,0.21625246396814396,70617600
2010-02-25,0.21880772709846497,0.22029686095152762,0.20769303679622814,0.21193560102112666,91238400
2010-02-26,0.22153738141059875,0.22245582585820725,0.21600480880340048,0.21816276212881341,57600000
2010-03-01,0.23104006052017212,0.2319832645770226,0.22434131988172532,0.22434131988172532,28454400
2010-03-02,0.2324291169643402,0.23744149829863362,0.2318088798495931,0.23307412778731917,48422400
2010-03-03,0.233720064163208,0.23706894386091856,0.23146206512908798,0.23503484517617174,47961600
2010-03-04,0.23630012571811676,0.2366221413435171,0.2308914074870021,0.23453849495902143,29452800
2010-03-05,0.2467450350522995,0.24783686706968877,0.24004630929944532,0.24133633098945775,26880000
2010-03-08,0.24806076288223267,0.24984713883067514,0.24696890255350765,0.24696890255350765,25344000
2010-03-09,0.25245189666748047,0.25632193236314216,0.24649726390753027,0.24669542513601508,46425600
2010-03-10,0.2586295008659363,0.2601681679955994,0.25262532018244177,0.25279965891977585,40089600
2010-03-11,0.26101139187812805,0.2613839203087833,0.255354950852508,0.2570670483610182,53913600
2010-03-12,0.2616068422794342,0.26388960086144375,0.2586047518162785,0.26388960086144375,36134400
2010-03-15,0.25984519720077515,0.26163160144975806,0.2543126394972971,0.25986998510364984,42393600
2010-03-16,0.26475852727890015,0.2655026187120233,0.2596718391933583,0.2624014332458816,46579200
2010-03-17,0.26659443974494934,0.27036538117081965,0.26438598804653685,0.2655026078474056,39820800
2010-03-18,0.2692982852458954,0.2701424083110077,0.2657502652705432,0.26751188130894676,52185600
2010-03-19,0.2645346224308014,0.27225090141687125,0.26170689883869475,0.2645346224308014,40051200
2010-03-22,0.27168020606040955,0.27485663550203543,0.2604406942785907,0.2614334598010454,58790400
2010-03-23,0.2773623466491699,0.2779578242483842,0.2692983556093429,0.2735408921552994,55334400
2010-03-24,0.27341705560684204,0.27599803604808854,0.27168022690013893,0.27540258680405527,89241600
2010-03-25,0.2717050015926361,0.28301882180072213,0.27148205239014883,0.28009103765450793,93926400
2010-03-26,0.27311971783638,0.2783540816923548,0.26882666948452394,0.2755759061920836,84288000
2010-03-29,0.27686598896980286,0.2796946781859948,0.27483190408910707,0.27723851742725186,38054400
2010-03-30,0.27976900339126587,0.28217561664233465,0.2740868372572062,0.2791487662472046,39897600
2010-03-31,0.27599793672561646,0.2803643547216636,0.27408674154214696,0.2766429615507966,59558400
2010-04-01,0.27545204758644104,0.2844087700940051,0.2692735005358666,0.2790743745124661,116620800
2010-04-05,0.2834160625934601,0.28507861257813033,0.2754025563346255,0.27746142884224123,67584000
2010-04-06,0.28557491302490234,0.28815495569380023,0.27947070118452555,0.28125710516966534,58713600
2010-04-07,0.2839619815349579,0.28770816338922556,0.27900008507457574,0.2846069781014867,106252800
2010-04-08,0.28497958183288574,0.28664116679745444,0.27679170658761887,0.28108381971325486,69657600
2010-04-09,0.29011476039886475,0.2908093043392091,0.28371329192094036,0.2859217434615986,58099200
2010-04-12,0.29128098487854004,0.29351422476044814,0.28919732425333095,0.29110758310924223,48806400
2010-04-13,0.29567307233810425,0.2961437301363646,0.2877081488174122,0.2903386761498222,67238400
2010-04-14,0.3060931861400604,0.30634089476641174,0.2992705795863921,0.29989081654581645,61094400
2010-04-15,0.3101871609687805,0.31132854027502843,0.305497761015465,0.3057711945872638,45772800
2010-04-16,0.2991458475589752,0.3099137357301713,0.2933903120662796,0.30691164514620006,129484800
2010-04-19,0.29867517948150635,0.30140383639280666,0.28780723146130177,0.2963428734736903,112742400
2010-04-20,0.3030911684036255,0.3051757658997423,0.29763288878080624,0.3033140891841261,56102400
2010-04-21,0.30842554569244385,0.3110551078081485,0.30269383284367374,0.30924394401725713,83980800
2010-04-22,0.31299105286598206,0.3140324002230993,0.2943077622040802,0.29941923735686155,122841600
2010-04-23,0.3171345889568329,0.31812638911615304,0.30959174004977874,0.3132883748777791,82368000
2010-04-26,0.3147774636745453,0.3197393601616951,0.31323879647394876,0.3173575067424435,80524800
2010-04-27,0.2953501045703888,0.31504995666448826,0.29277008992574033,0.3117258222400312,133747200
2010-04-28,0.2960446774959564,0.3001881476316877,0.28887432871541835,0.2998908915269582,125068800
2010-04-29,0.31115517020225525,0.3126433531538615,0.3001386071366652,0.30016339504242634,84748800
2010-04-30,0.29281964898109436,0.3121470037220006,0.29204983258743344,0.3106835802589849,88512000
2010-05-03,0.30477848649024963,0.3091944248976035,0.296168536674538,0.29624380899725283,52608000
2010-05-04,0.2778339684009552,0.2932664693597186,0.27120858449416363,0.29324074445499004,137241600
2010-05-05,0.27326837182044983,0.2781559324492265,0.26398866784159164,0.2691249025033125,138508800
2010-05-06,0.24649734795093536,0.2753520915705911,0.1687144962219469,0.26763584005459734,217804800
2010-05-07,0.22855906188488007,0.24892869879260235,0.21265493876243824,0.23997197471300807,248256000
2010-05-10,0.2626491189002991,0.26341799817035705,0.25599994160626693,0.25741381742341446,189273600
2010-05-11,0.2624756693840027,0.2729205739285761,0.2537418964135849,0.25523101587805114,147033600
2010-05-12,0.27661821246147156,0.2771889020674997,0.26508050922887794,0.26607327460950225,108556800
2010-05-13,0.26411348581314087,0.27971941560615315,0.26245096429609743,0.27396294337156984,105561600
2010-05-14,0.24786165356636047,0.2579845459622257,0.23942607080210868,0.25763774243104304,154176000
2010-05-17,0.2512114644050598,0.2539906058208576,0.2352082602084809,0.250268246330606,136857600
2010-05-18,0.24160972237586975,0.2587790781151946,0.23719280506901896,0.2573394774223708,190617600
2010-05-19,0.23523300886154175,0.24314741944582913,0.2268469608963265,0.23744146037421068,237772800
2010-05-20,0.21143922209739685,0.22257963749825452,0.20704802976810802,0.22099140880143464,272985600
2010-05-21,0.21307696402072906,0.21965183354567713,0.19645352604206145,0.1985619313470152,234316800
2010-05-24,0.21483862400054932,0.2221823600001605,0.21235768985591047,0.21424316062220763,155020800
2010-05-25,0.21332471072673798,0.21399449520891958,0.19253302624018306,0.19888494777799315,172646400
2010-05-26,0.20672504603862762,0.22553217733370406,0.20513778275671607,0.21662498727319943,208320000
2010-05-27,0.22910498082637787,0.22967568468280855,0.21870865583238963,0.22049506012738881,173222400
2010-05-28,0.22590377926826477,0.23126294959637447,0.21957756836373915,0.2306179388131766,166694400
2010-06-01,0.21965187788009644,0.23505963295036097,0.21833709678844104,0.22352191423104004,202713600
2010-06-02,0.23510916531085968,0.23510916531085968,0.21853527145129872,0.22329897844850413,113433600
2010-06-03,0.2412124127149582,0.24255198162579927,0.23237955744964975,0.23684600809151746,114854400
2010-06-04,0.21739386022090912,0.23508438666280876,0.21421836814788844,0.22607811565552646,245952000
2010-06-07,0.20479004085063934,0.22190986391726436,0.20444228617042934,0.21950323684540635,168729600
2010-06-08,0.203648641705513,0.20761870926189085,0.19553509067096747,0.20625342977349428,265920000
2010-06-09,0.19915743172168732,0.21359816017777286,0.196875624274452,0.20776736664078935,229440000
2010-06-10,0.2156817764043808,0.21610383796403468,0.20441750720080598,0.20610480224279548,155520000
2010-06-11,0.22131440043449402,0.2221823461424245,0.2089830578139215,0.2089830578139215,125337600
2010-06-14,0.2214382141828537,0.2322556471640735,0.22054454373647264,0.22788924332569088,227404800
2010-06-15,0.23761488497257233,0.24019489970674215,0.2244403555440554,0.22511014003274005,200102400
2010-06-16,0.24240334331989288,0.24562934831882322,0.23625054857937916,0.2374167015711107,158361600
2010-06-17,0.24483469128608704,0.24657154774288453,0.23853325567057934,0.2461990194330401,163046400
2010-06-18,0.24550452828407288,0.250442602205643,0.24304836797151672,0.2461000058290705,139584000
2010-06-21,0.23905351758003235,0.25555311835470274,0.23501007957956954,0.25446125806279024,219916800
2010-06-22,0.23339709639549255,0.24706799450766528,0.23218139593882736,0.2418079047644869,179596800
2010-06-23,0.23027117550373077,0.23667169405390603,0.22503584472423213,0.23426506659637691,224716800
2010-06-24,0.21910597383975983,0.22950134839135056,0.217840725896283,0.22751678269389725,239424000
2010-06-25,0.21895731985569,0.2244403442340893,0.2142926937707552,0.22195941025460747,177561600
2010-06-28,0.21699659526348114,0.22240626437707453,0.21228337256562038,0.21913074013869716,164160000
2010-06-29,0.19278167188167572,0.20717188635571865,0.18707474734378082,0.20679937218107944,438220800
2010-06-30,0.18325424194335938,0.19533692408132128,0.18174033436475148,0.1899034331748735,183667200
2010-07-01,0.18146787583827972,0.18580952131390938,0.17084861547648056,0.18427083982904363,252326400
2010-07-02,0.18047510087490082,0.18404788073832337,0.17491775564281084,0.18193946104542025,147379200
2010-07-06,0.18141832947731018,0.19082093747645582,0.1768527839652314,0.18737296293191083,156556800
2010-07-07,0.19856196641921997,0.19910789656525185,0.1825349400628951,0.18298082418669037,160780800
2010-07-08,0.2019118070602417,0.20412027290686183,0.19491487491803713,0.20332568291226505,207360000
2010-07-09,0.2075691819190979,0.2084123538636012,0.2003235763035577,0.20139064858206385,142656000
2010-07-12,0.2099263221025467,0.21305226753363188,0.20553417739672936,0.20679942547453584,98918400
2010-07-13,0.21709662675857544,0.2198748312368161,0.21019877478129595,0.21483862754627425,174144000
2010-07-14,0.2205694019794464,0.22426700249055329,0.2161286753360555,0.21895736457174758,109516800
2010-07-15,0.2213391661643982,0.22327418415440045,0.2125062969897387,0.219651856826684,114201600
2010-07-16,0.20352481305599213,0.2196766448562319,0.20255682130104552,0.2194032112848098,181363200
2010-07-19,0.2081151306629181,0.20940513808544015,0.19975291823822866,0.20469097834650726,124224000
2010-07-20,0.21468999981880188,0.2155579455964869,0.19620584685353537,0.19779312455780607,127948800
2010-07-21,0.20717187225818634,0.22280255971575388,0.20578278447194506,0.22280255971575388,172492800
2010-07-22,0.221140056848526,0.22540834643622765,0.21526069550111734,0.21526069550111734,126451200
2010-07-23,0.2268965244293213,0.2271699579985157,0.2168231806311204,0.21803888104460367,138854400
2010-07-26,0.2318831980228424,0.2325291600344198,0.2247128635276929,0.2278893071855466,100761600
2010-07-27,0.23183363676071167,0.2363496349972508,0.22893062686619628,0.23530733631216205,119692800
2010-07-28,0.22709469497203827,0.234265028767775,0.22404305715127282,0.23136297017975943,77568000
2010-07-29,0.2216860055923462,0.23173457674098322,0.21466523594250186,0.23024639379857922,152755200
2010-07-30,0.22319987416267395,0.22687173465208482,0.21215853939956175,0.21605430022720146,129830400
2010-08-02,0.23520828783512115,0.23694513074978044,0.2289058986469626,0.23146210539471393,90163200
2010-08-03,0.23277685046195984,0.2355064585573145,0.22910497552467818,0.2347614159694751,64012800
2010-08-04,0.23950037360191345,0.24017015814063905,0.23277687429415475,0.23582851248566494,80908800
2010-08-05,0.2380864918231964,0.23892966385683384,0.23307411085308263,0.23590279962771382,66470400
2010-08-06,0.23696982860565186,0.23798735339768476,0.22610284781939194,0.22952606233034945,152755200
2010-08-09,0.2411133199930191,0.2431474042519885,0.23714323830152173,0.240219649483418,85632000
2010-08-10,0.2360018789768219,0.23930219095858266,0.22955181384154438,0.23570463709215003,158016000
2010-08-11,0.21657545864582062,0.22362193782998935,0.21315129257633628,0.2234723586032051,154905600
2010-08-12,0.2104712724685669,0.213448589625833,0.20238344432383973,0.20359914489601555,145920000
2010-08-13,0.2062782347202301,0.21111721402691086,0.2062782347202301,0.20873536053225214,57945600
2010-08-16,0.20744439959526062,0.2116126576456764,0.20059704600586376,0.2032018488139444,95424000
2010-08-17,0.21533501148223877,0.22089235746901556,0.2108437867404792,0.2120842609385566,120076800
2010-08-18,0.21727003157138824,0.22163645081280076,0.21178700666032968,0.21424316717300954,71155200
2010-08-19,0.20928031206130981,0.21640111258509453,0.20369819288650054,0.21419361217788718,102412800
2010-08-20,0.2085610032081604,0.21014921783787444,0.20347526653024342,0.20717190103202407,88588800
2010-08-23,0.2028055191040039,0.21449091649945137,0.20250731177056036,0.2132256684269057,108211200
2010-08-24,0.19116872549057007,0.19764451649962228,0.18881163120647923,0.19618014179101217,144806400
2010-08-25,0.1969003975391388,0.199257477297682,0.18652884624709307,0.18744727640447514,144153600
2010-08-26,0.19047413766384125,0.1997529057073937,0.18918413032224352,0.1994308759211233,132979200
2010-08-27,0.19677558541297913,0.19761972287723847,0.18211288685137583,0.1937982684665598,192460800
